productId,category,material,craftType,quality,rawMaterialCost,laborCost,packagingCost,otherCost,totalCost,competitorPrice,averageMarketPrice,demandScore,sellingPrice
KS-PROD-0757,Bamboo & Cane Craft,Wild Bamboo,Coiled Bamboo Weaving,Standard,420.0,520.0,40.0,30.0,1010.0,1700.0,1590.0,7,1350.0
KS-PROD-0758,Textiles & Embroidery,Organic Cotton,Chikankari Stitching,Standard,470.0,330.0,60.0,30.0,890.0,1050.0,1100.0,2,1020.0
KS-PROD-0759,Home Decor & Brassware,Wrought Iron,Sand Casting,Fine Heritage,230.0,310.0,80.0,40.0,660.0,1040.0,1120.0,10,900.0
KS-PROD-0760,Bamboo & Cane Craft,Rattan,Split Cane Weaving,Masterpiece,460.0,920.0,80.0,70.0,1530.0,2710.0,2480.0,10,2100.0
KS-PROD-0761,Textiles & Embroidery,Wool,Chikankari Stitching,Masterpiece,240.0,350.0,80.0,60.0,730.0,1000.0,1080.0,8,910.0
KS-PROD-0762,Bags & Accessories,Burlap,Jute Stitching,Masterpiece,520.0,920.0,50.0,60.0,1550.0,2000.0,1900.0,2,1780.0
KS-PROD-0763,Bamboo & Cane Craft,Wild Bamboo,Coiled Bamboo Weaving,Standard,250.0,280.0,40.0,30.0,600.0,720.0,690.0,1,690.0
KS-PROD-0764,Bags & Accessories,Embroidered Silk,Jute Stitching,Fine Heritage,280.0,630.0,30.0,70.0,1010.0,1580.0,1630.0,7,1340.0
KS-PROD-0765,Pottery & Terracotta,Terracotta,Blue Pottery Glazing,Fine Heritage,470.0,560.0,60.0,90.0,1180.0,1830.0,1750.0,4,1510.0
KS-PROD-0766,Bamboo & Cane Craft,Rattan,Split Cane Weaving,Standard,280.0,150.0,90.0,20.0,540.0,750.0,680.0,4,630.0
KS-PROD-0767,Bamboo & Cane Craft,Golden Cane,Coiled Bamboo Weaving,Standard,340.0,520.0,100.0,30.0,990.0,1250.0,1240.0,2,1140.0
KS-PROD-0768,Woodcraft & Carvings,Teak Wood,Chisel Carving,Fine Heritage,330.0,610.0,80.0,60.0,1080.0,1520.0,1430.0,4,1290.0
KS-PROD-0769,Handloom & Sarees,Chanderi Cotton,Zari Booti Work,Fine Heritage,1570.0,2840.0,170.0,160.0,4740.0,7160.0,6740.0,3,5920.0
KS-PROD-0770,Pottery & Terracotta,Stoneware,Terracotta Modelling,Standard,640.0,1130.0,110.0,40.0,1920.0,2440.0,2430.0,3,2210.0
KS-PROD-0771,Bags & Accessories,Embroidered Silk,Hand Braiding,Masterpiece,530.0,280.0,40.0,50.0,900.0,1200.0,1300.0,3,1100.0
KS-PROD-0772,Textiles & Embroidery,Wool,Block Printing,Fine Heritage,600.0,730.0,60.0,50.0,1440.0,2460.0,2280.0,10,1940.0
KS-PROD-0773,Handloom & Sarees,Khadi,Jacquard Weaving,Standard,1320.0,2250.0,120.0,190.0,3880.0,5910.0,5860.0,6,4980.0
KS-PROD-0774,Textiles & Embroidery,Tussar Silk,Chikankari Stitching,Fine Heritage,590.0,600.0,50.0,20.0,1260.0,2030.0,1950.0,6,1660.0
KS-PROD-0775,Woodcraft & Carvings,Sandalwood,Wood Turning,Fine Heritage,950.0,490.0,70.0,70.0,1580.0,2010.0,1900.0,3,1820.0
KS-PROD-0776,Home Decor & Brassware,Bell Metal,Sand Casting,Masterpiece,720.0,840.0,40.0,50.0,1650.0,2430.0,2390.0,5,2060.0
KS-PROD-0777,Home Decor & Brassware,Wrought Iron,Beaten Metal Hammering,Masterpiece,690.0,310.0,70.0,70.0,1140.0,1390.0,1450.0,3,1310.0
KS-PROD-0778,Home Decor & Brassware,Wrought Iron,Sand Casting,Standard,430.0,150.0,30.0,60.0,670.0,1080.0,1110.0,9,910.0
KS-PROD-0779,Home Decor & Brassware,Terracotta,Sand Casting,Fine Heritage,220.0,260.0,60.0,50.0,590.0,800.0,750.0,2,690.0
KS-PROD-0780,Woodcraft & Carvings,Teak Wood,Chisel Carving,Masterpiece,420.0,1510.0,80.0,90.0,2100.0,3520.0,3250.0,7,2790.0
KS-PROD-0781,Handloom & Sarees,Mulberry Silk,Pit Loom Weaving,Fine Heritage,1290.0,1610.0,90.0,50.0,3040.0,4380.0,4210.0,4,3720.0
KS-PROD-0782,Handloom & Sarees,Silk Cotton,Pit Loom Weaving,Fine Heritage,3540.0,1150.0,180.0,200.0,5070.0,6460.0,6080.0,2,5830.0
KS-PROD-0783,Home Decor & Brassware,Wrought Iron,Beaten Metal Hammering,Fine Heritage,500.0,530.0,50.0,60.0,1140.0,2030.0,1900.0,6,1580.0
KS-PROD-0784,Textiles & Embroidery,Wool,Block Printing,Masterpiece,190.0,480.0,50.0,30.0,750.0,1300.0,1310.0,8,1060.0
KS-PROD-0785,Woodcraft & Carvings,Sheesham Wood,Wood Turning,Standard,710.0,520.0,120.0,90.0,1440.0,2240.0,2150.0,6,1850.0
KS-PROD-0786,Bags & Accessories,Burlap,Jute Stitching,Standard,490.0,580.0,90.0,20.0,1180.0,2100.0,1920.0,6,1620.0
KS-PROD-0787,Textiles & Embroidery,Wool,Kantha Needlework,Masterpiece,460.0,750.0,90.0,40.0,1340.0,2580.0,2400.0,8,1960.0
KS-PROD-0788,Handloom & Sarees,Khadi,Zari Booti Work,Masterpiece,2060.0,2080.0,170.0,140.0,4450.0,6830.0,6760.0,9,5730.0
KS-PROD-0789,Handloom & Sarees,Chanderi Cotton,Jacquard Weaving,Masterpiece,5370.0,3640.0,230.0,190.0,9430.0,15250.0,15830.0,8,12830.0
KS-PROD-0790,Bamboo & Cane Craft,Golden Cane,Coiled Bamboo Weaving,Standard,270.0,470.0,40.0,80.0,860.0,1360.0,1420.0,7,1160.0
KS-PROD-0791,Jewellery & Brassware,Copper Alloy,Filigree,Standard,2600.0,3760.0,190.0,120.0,6670.0,11780.0,10830.0,6,9150.0
KS-PROD-0792,Handloom & Sarees,Chanderi Cotton,Zari Booti Work,Masterpiece,4350.0,4880.0,190.0,170.0,9590.0,15340.0,15980.0,7,12980.0
KS-PROD-0793,Handloom & Sarees,Chanderi Cotton,Pit Loom Weaving,Standard,1040.0,3200.0,240.0,160.0,4640.0,5670.0,6010.0,2,5340.0
KS-PROD-0794,Textiles & Embroidery,Wool,Chikankari Stitching,Masterpiece,160.0,280.0,70.0,70.0,580.0,860.0,870.0,7,740.0
KS-PROD-0795,Woodcraft & Carvings,Teak Wood,Chisel Carving,Fine Heritage,190.0,1320.0,80.0,90.0,1680.0,2640.0,2610.0,5,2200.0
KS-PROD-0796,Bags & Accessories,Cotton Canvas,Hand Braiding,Standard,400.0,530.0,90.0,20.0,1040.0,1660.0,1510.0,6,1330.0
KS-PROD-0797,Handloom & Sarees,Chanderi Cotton,Jacquard Weaving,Masterpiece,3240.0,5380.0,160.0,160.0,8940.0,13560.0,12720.0,7,11190.0
KS-PROD-0798,Woodcraft & Carvings,Teak Wood,Wood Turning,Standard,610.0,300.0,140.0,40.0,1090.0,1800.0,1850.0,8,1500.0
KS-PROD-0799,Woodcraft & Carvings,Sheesham Wood,Wood Turning,Fine Heritage,460.0,1120.0,150.0,80.0,1810.0,2710.0,2580.0,7,2260.0
KS-PROD-0800,Jewellery & Brassware,Dokra Bronze,Filigree,Masterpiece,2890.0,2020.0,210.0,140.0,5260.0,7200.0,6870.0,1,6210.0
KS-PROD-0801,Bags & Accessories,Cotton Canvas,Jute Stitching,Fine Heritage,470.0,350.0,40.0,30.0,890.0,1200.0,1300.0,4,1100.0
KS-PROD-0802,Handloom & Sarees,Mulberry Silk,Zari Booti Work,Fine Heritage,3290.0,1780.0,90.0,100.0,5260.0,7420.0,7980.0,8,6640.0
KS-PROD-0803,Textiles & Embroidery,Wool,Kantha Needlework,Masterpiece,600.0,400.0,40.0,40.0,1080.0,1780.0,1630.0,5,1410.0
KS-PROD-0804,Home Decor & Brassware,Pure Brass,Beaten Metal Hammering,Masterpiece,390.0,670.0,60.0,20.0,1140.0,1340.0,1330.0,2,1310.0
KS-PROD-0805,Bamboo & Cane Craft,Wild Bamboo,Split Cane Weaving,Fine Heritage,470.0,240.0,70.0,40.0,820.0,1160.0,1230.0,7,1030.0
KS-PROD-0806,Textiles & Embroidery,Tussar Silk,Chikankari Stitching,Masterpiece,270.0,800.0,30.0,50.0,1150.0,2080.0,2050.0,9,1650.0
KS-PROD-0807,Handloom & Sarees,Silk Cotton,Pit Loom Weaving,Masterpiece,5000.0,2260.0,180.0,80.0,7520.0,12220.0,12510.0,9,10210.0
KS-PROD-0808,Pottery & Terracotta,Terracotta,Blue Pottery Glazing,Standard,570.0,330.0,80.0,80.0,1060.0,1510.0,1490.0,2,1300.0
KS-PROD-0809,Textiles & Embroidery,Organic Cotton,Block Printing,Masterpiece,160.0,440.0,100.0,50.0,750.0,1120.0,1120.0,5,950.0
KS-PROD-0810,Bags & Accessories,Embroidered Silk,Hand Braiding,Masterpiece,490.0,380.0,40.0,70.0,980.0,1160.0,1230.0,4,1130.0
KS-PROD-0811,Bamboo & Cane Craft,Golden Cane,Coiled Bamboo Weaving,Masterpiece,380.0,320.0,70.0,20.0,790.0,1130.0,1090.0,5,960.0
KS-PROD-0812,Woodcraft & Carvings,Rosewood,Jaali Latticework,Standard,760.0,890.0,140.0,40.0,1830.0,2440.0,2320.0,4,2120.0
KS-PROD-0813,Bamboo & Cane Craft,Seagrass,Coiled Bamboo Weaving,Fine Heritage,540.0,370.0,90.0,40.0,1040.0,1670.0,1720.0,10,1400.0
KS-PROD-0814,Handloom & Sarees,Khadi,Pit Loom Weaving,Fine Heritage,3160.0,2530.0,140.0,90.0,5920.0,7360.0,7850.0,4,6880.0
KS-PROD-0815,Bamboo & Cane Craft,Rattan,Coiled Bamboo Weaving,Standard,170.0,480.0,50.0,70.0,770.0,1130.0,1150.0,8,980.0
KS-PROD-0816,Jewellery & Brassware,Silver Filigree,Filigree,Standard,3220.0,1430.0,240.0,110.0,5000.0,8360.0,8020.0,6,6730.0
KS-PROD-0817,Home Decor & Brassware,Bell Metal,Sand Casting,Fine Heritage,130.0,480.0,40.0,30.0,680.0,1050.0,1080.0,7,890.0
KS-PROD-0818,Textiles & Embroidery,Organic Cotton,Chikankari Stitching,Masterpiece,410.0,550.0,60.0,40.0,1060.0,1670.0,1720.0,8,1410.0
KS-PROD-0819,Home Decor & Brassware,Terracotta,Beaten Metal Hammering,Masterpiece,690.0,890.0,60.0,40.0,1680.0,2050.0,2200.0,2,1940.0
KS-PROD-0820,Bamboo & Cane Craft,Wild Bamboo,Coiled Bamboo Weaving,Masterpiece,190.0,750.0,70.0,50.0,1060.0,1400.0,1410.0,1,1250.0
KS-PROD-0821,Woodcraft & Carvings,Rosewood,Jaali Latticework,Masterpiece,920.0,1380.0,100.0,40.0,2440.0,3300.0,3040.0,1,2820.0
KS-PROD-0822,Pottery & Terracotta,Stoneware,Blue Pottery Glazing,Masterpiece,990.0,750.0,120.0,100.0,1960.0,3170.0,3420.0,9,2710.0
KS-PROD-0823,Bags & Accessories,Cotton Canvas,Jute Stitching,Standard,130.0,530.0,70.0,80.0,810.0,1210.0,1270.0,7,1050.0
KS-PROD-0824,Handloom & Sarees,Chanderi Cotton,Jacquard Weaving,Standard,3050.0,3540.0,230.0,90.0,6910.0,10290.0,10740.0,8,8930.0
KS-PROD-0825,Home Decor & Brassware,Terracotta,Beaten Metal Hammering,Masterpiece,470.0,860.0,100.0,70.0,1500.0,2040.0,2210.0,8,1860.0
KS-PROD-0826,Bags & Accessories,Embroidered Silk,Hand Braiding,Fine Heritage,180.0,380.0,80.0,40.0,680.0,770.0,760.0,1,780.0
KS-PROD-0827,Handloom & Sarees,Mulberry Silk,Zari Booti Work,Standard,3270.0,920.0,210.0,90.0,4490.0,6940.0,7130.0,8,5900.0
KS-PROD-0828,Home Decor & Brassware,Terracotta,Beaten Metal Hammering,Standard,500.0,450.0,60.0,30.0,1040.0,1580.0,1460.0,7,1300.0
KS-PROD-0829,Bamboo & Cane Craft,Wild Bamboo,Coiled Bamboo Weaving,Fine Heritage,150.0,410.0,80.0,70.0,710.0,1070.0,980.0,3,880.0
KS-PROD-0830,Jewellery & Brassware,Cast Brass,Hand Engraving,Fine Heritage,2860.0,4220.0,200.0,100.0,7380.0,12560.0,11560.0,7,9880.0
KS-PROD-0831,Home Decor & Brassware,Terracotta,Sand Casting,Standard,420.0,210.0,50.0,20.0,700.0,940.0,880.0,4,810.0
KS-PROD-0832,Home Decor & Brassware,Pure Brass,Beaten Metal Hammering,Fine Heritage,270.0,460.0,80.0,30.0,840.0,1120.0,1170.0,3,1010.0
KS-PROD-0833,Jewellery & Brassware,Cast Brass,Hand Engraving,Masterpiece,2280.0,5340.0,110.0,160.0,7890.0,10600.0,10490.0,2,9340.0
KS-PROD-0834,Woodcraft & Carvings,Teak Wood,Wood Turning,Masterpiece,870.0,730.0,60.0,30.0,1690.0,2550.0,2560.0,4,2170.0
KS-PROD-0835,Bamboo & Cane Craft,Wild Bamboo,Coiled Bamboo Weaving,Fine Heritage,330.0,360.0,70.0,30.0,790.0,1090.0,1170.0,6,980.0
KS-PROD-0836,Home Decor & Brassware,Pure Brass,Beaten Metal Hammering,Standard,210.0,280.0,50.0,50.0,590.0,910.0,960.0,6,780.0
KS-PROD-0837,Pottery & Terracotta,Clay,Blue Pottery Glazing,Masterpiece,560.0,810.0,80.0,70.0,1520.0,2430.0,2230.0,7,1950.0
KS-PROD-0838,Textiles & Embroidery,Linen,Block Printing,Standard,140.0,160.0,70.0,70.0,440.0,680.0,640.0,6,560.0
KS-PROD-0839,Textiles & Embroidery,Organic Cotton,Chikankari Stitching,Fine Heritage,230.0,400.0,90.0,30.0,750.0,1230.0,1200.0,10,1000.0
KS-PROD-0840,Bamboo & Cane Craft,Golden Cane,Split Cane Weaving,Standard,130.0,400.0,50.0,60.0,640.0,850.0,900.0,4,770.0
KS-PROD-0841,Woodcraft & Carvings,Teak Wood,Jaali Latticework,Masterpiece,950.0,1700.0,130.0,90.0,2870.0,5730.0,5300.0,9,4290.0
KS-PROD-0842,Bags & Accessories,Golden Jute,Hand Braiding,Standard,290.0,390.0,100.0,70.0,850.0,1210.0,1160.0,3,1030.0
KS-PROD-0843,Woodcraft & Carvings,Sandalwood,Chisel Carving,Masterpiece,290.0,1820.0,70.0,90.0,2270.0,4120.0,3830.0,8,3190.0
KS-PROD-0844,Handloom & Sarees,Mulberry Silk,Zari Booti Work,Masterpiece,2850.0,5140.0,150.0,90.0,8230.0,10080.0,9850.0,3,9460.0
KS-PROD-0845,Pottery & Terracotta,Stoneware,Blue Pottery Glazing,Masterpiece,960.0,770.0,140.0,50.0,1920.0,2670.0,2810.0,5,2380.0
KS-PROD-0846,Pottery & Terracotta,Terracotta,Terracotta Modelling,Standard,570.0,1140.0,80.0,40.0,1830.0,2210.0,2290.0,1,2100.0
KS-PROD-0847,Bamboo & Cane Craft,Wild Bamboo,Coiled Bamboo Weaving,Masterpiece,370.0,650.0,60.0,20.0,1100.0,1660.0,1760.0,9,1440.0
KS-PROD-0848,Jewellery & Brassware,Silver Filigree,Lost-Wax Dokra Casting,Masterpiece,4650.0,5350.0,120.0,190.0,10310.0,12050.0,13060.0,3,11860.0
KS-PROD-0849,Handloom & Sarees,Khadi,Jacquard Weaving,Fine Heritage,3940.0,3580.0,170.0,170.0,7860.0,10080.0,10540.0,4,9240.0
KS-PROD-0850,Home Decor & Brassware,Terracotta,Beaten Metal Hammering,Standard,390.0,350.0,40.0,50.0,830.0,1200.0,1260.0,8,1050.0
KS-PROD-0851,Woodcraft & Carvings,Teak Wood,Wood Turning,Fine Heritage,950.0,530.0,80.0,50.0,1610.0,2390.0,2290.0,3,2000.0
KS-PROD-0852,Bamboo & Cane Craft,Wild Bamboo,Coiled Bamboo Weaving,Standard,270.0,350.0,80.0,40.0,740.0,1210.0,1150.0,9,980.0
KS-PROD-0853,Pottery & Terracotta,Clay,Terracotta Modelling,Fine Heritage,200.0,1290.0,130.0,80.0,1700.0,2020.0,1910.0,1,1950.0
KS-PROD-0854,Jewellery & Brassware,Dokra Bronze,Filigree,Masterpiece,1300.0,6040.0,240.0,70.0,7650.0,11580.0,12380.0,6,10090.0
KS-PROD-0855,Woodcraft & Carvings,Rosewood,Wood Turning,Fine Heritage,850.0,680.0,100.0,50.0,1680.0,3040.0,2940.0,9,2390.0
KS-PROD-0856,Handloom & Sarees,Silk Cotton,Pit Loom Weaving,Standard,2270.0,1220.0,230.0,110.0,3830.0,4680.0,5060.0,1,4430.0
KS-PROD-0857,Home Decor & Brassware,Bell Metal,Sand Casting,Fine Heritage,450.0,310.0,90.0,40.0,890.0,1240.0,1130.0,2,1040.0
KS-PROD-0858,Bamboo & Cane Craft,Wild Bamboo,Split Cane Weaving,Fine Heritage,160.0,380.0,60.0,80.0,680.0,970.0,940.0,2,830.0
KS-PROD-0859,Woodcraft & Carvings,Rosewood,Wood Turning,Fine Heritage,670.0,1120.0,70.0,80.0,1940.0,2810.0,2890.0,5,2450.0
KS-PROD-0860,Handloom & Sarees,Chanderi Cotton,Zari Booti Work,Masterpiece,2780.0,2670.0,230.0,170.0,5850.0,8400.0,7660.0,1,6990.0
KS-PROD-0861,Woodcraft & Carvings,Sandalwood,Chisel Carving,Fine Heritage,550.0,1260.0,150.0,90.0,2050.0,2910.0,2660.0,2,2440.0
KS-PROD-0862,Jewellery & Brassware,Dokra Bronze,Lost-Wax Dokra Casting,Fine Heritage,4360.0,1830.0,150.0,100.0,6440.0,11010.0,10050.0,7,8620.0
KS-PROD-0863,Textiles & Embroidery,Organic Cotton,Chikankari Stitching,Standard,250.0,400.0,70.0,50.0,770.0,1370.0,1380.0,9,1100.0
KS-PROD-0864,Home Decor & Brassware,Terracotta,Sand Casting,Standard,240.0,240.0,90.0,40.0,610.0,1170.0,1080.0,8,890.0
KS-PROD-0865,Pottery & Terracotta,Quartz Paste,Terracotta Modelling,Standard,340.0,390.0,140.0,100.0,970.0,1540.0,1440.0,7,1250.0
KS-PROD-0866,Pottery & Terracotta,Terracotta,Wheel Pottery,Masterpiece,940.0,940.0,50.0,100.0,2030.0,2610.0,2780.0,6,2410.0
KS-PROD-0867,Handloom & Sarees,Khadi,Jacquard Weaving,Standard,880.0,2030.0,90.0,60.0,3060.0,5660.0,5690.0,10,4500.0
KS-PROD-0868,Woodcraft & Carvings,Rosewood,Wood Turning,Standard,640.0,910.0,80.0,60.0,1690.0,2610.0,2520.0,6,2160.0
KS-PROD-0869,Pottery & Terracotta,Quartz Paste,Wheel Pottery,Standard,190.0,860.0,110.0,40.0,1200.0,1540.0,1440.0,3,1380.0
KS-PROD-0870,Bags & Accessories,Embroidered Silk,Hand Braiding,Masterpiece,300.0,880.0,50.0,30.0,1260.0,2050.0,2170.0,7,1740.0
KS-PROD-0871,Bamboo & Cane Craft,Rattan,Coiled Bamboo Weaving,Standard,260.0,520.0,100.0,60.0,940.0,1290.0,1280.0,2,1130.0
KS-PROD-0872,Textiles & Embroidery,Wool,Block Printing,Standard,120.0,320.0,60.0,40.0,540.0,650.0,630.0,2,620.0
KS-PROD-0873,Textiles & Embroidery,Tussar Silk,Kantha Needlework,Fine Heritage,210.0,250.0,40.0,20.0,520.0,680.0,710.0,5,620.0
KS-PROD-0874,Pottery & Terracotta,Terracotta,Terracotta Modelling,Standard,780.0,790.0,110.0,90.0,1770.0,1830.0,1950.0,1,2040.0
KS-PROD-0875,Jewellery & Brassware,Cast Brass,Hand Engraving,Fine Heritage,4240.0,3060.0,130.0,110.0,7540.0,13070.0,12490.0,6,10380.0
KS-PROD-0876,Handloom & Sarees,Chanderi Cotton,Zari Booti Work,Masterpiece,3350.0,3810.0,210.0,50.0,7420.0,12440.0,11560.0,7,9870.0
KS-PROD-0877,Pottery & Terracotta,Quartz Paste,Wheel Pottery,Standard,590.0,320.0,110.0,100.0,1120.0,1790.0,1680.0,4,1450.0
KS-PROD-0878,Woodcraft & Carvings,Teak Wood,Wood Turning,Masterpiece,1230.0,1280.0,100.0,80.0,2690.0,4540.0,4630.0,8,3740.0
KS-PROD-0879,Textiles & Embroidery,Wool,Kantha Needlework,Masterpiece,630.0,500.0,40.0,60.0,1230.0,1760.0,1720.0,2,1510.0
KS-PROD-0880,Bags & Accessories,Golden Jute,Jute Stitching,Standard,410.0,290.0,90.0,70.0,860.0,1100.0,1100.0,2,990.0
KS-PROD-0881,Woodcraft & Carvings,Sandalwood,Chisel Carving,Standard,330.0,600.0,60.0,40.0,1030.0,1600.0,1590.0,8,1340.0
KS-PROD-0882,Jewellery & Brassware,Copper Alloy,Filigree,Standard,3340.0,3910.0,160.0,100.0,7510.0,11460.0,10670.0,5,9410.0
KS-PROD-0883,Woodcraft & Carvings,Rosewood,Jaali Latticework,Masterpiece,1080.0,1790.0,90.0,80.0,3040.0,5450.0,5060.0,9,4230.0
KS-PROD-0884,Pottery & Terracotta,Clay,Blue Pottery Glazing,Standard,600.0,780.0,70.0,40.0,1490.0,2150.0,2170.0,7,1860.0
KS-PROD-0885,Handloom & Sarees,Mulberry Silk,Zari Booti Work,Fine Heritage,3260.0,2480.0,160.0,130.0,6030.0,8570.0,9000.0,8,7580.0
KS-PROD-0886,Handloom & Sarees,Khadi,Zari Booti Work,Standard,1880.0,1100.0,140.0,140.0,3260.0,4760.0,4730.0,4,4070.0
KS-PROD-0887,Jewellery & Brassware,Copper Alloy,Lost-Wax Dokra Casting,Masterpiece,1890.0,3650.0,190.0,100.0,5830.0,8280.0,7820.0,1,7020.0
KS-PROD-0888,Pottery & Terracotta,Quartz Paste,Terracotta Modelling,Fine Heritage,360.0,560.0,50.0,80.0,1050.0,1620.0,1570.0,7,1350.0
KS-PROD-0889,Handloom & Sarees,Mulberry Silk,Pit Loom Weaving,Fine Heritage,2370.0,2280.0,200.0,180.0,5030.0,8600.0,7960.0,9,6770.0
KS-PROD-0890,Woodcraft & Carvings,Sheesham Wood,Chisel Carving,Fine Heritage,470.0,1210.0,70.0,50.0,1800.0,2860.0,2810.0,7,2370.0
KS-PROD-0891,Woodcraft & Carvings,Rosewood,Jaali Latticework,Masterpiece,810.0,1600.0,110.0,90.0,2610.0,3450.0,3320.0,4,3030.0
KS-PROD-0892,Woodcraft & Carvings,Sandalwood,Wood Turning,Masterpiece,980.0,1470.0,80.0,40.0,2570.0,4600.0,4550.0,8,3670.0
KS-PROD-0893,Textiles & Embroidery,Tussar Silk,Chikankari Stitching,Fine Heritage,260.0,590.0,100.0,80.0,1030.0,1460.0,1410.0,3,1250.0
KS-PROD-0894,Handloom & Sarees,Silk Cotton,Pit Loom Weaving,Masterpiece,5340.0,3410.0,170.0,70.0,8990.0,12690.0,13250.0,7,11220.0
KS-PROD-0895,Bamboo & Cane Craft,Wild Bamboo,Split Cane Weaving,Fine Heritage,130.0,690.0,70.0,70.0,960.0,1610.0,1610.0,8,1320.0
KS-PROD-0896,Home Decor & Brassware,Wrought Iron,Beaten Metal Hammering,Masterpiece,420.0,910.0,50.0,80.0,1460.0,2230.0,2340.0,8,1920.0
KS-PROD-0897,Woodcraft & Carvings,Rosewood,Jaali Latticework,Fine Heritage,870.0,1130.0,90.0,50.0,2140.0,4400.0,4060.0,10,3260.0
KS-PROD-0898,Handloom & Sarees,Silk Cotton,Pit Loom Weaving,Standard,2550.0,2810.0,150.0,120.0,5630.0,10000.0,10660.0,10,8260.0
KS-PROD-0899,Bags & Accessories,Golden Jute,Hand Braiding,Fine Heritage,230.0,620.0,70.0,30.0,950.0,1660.0,1690.0,8,1350.0
KS-PROD-0900,Bags & Accessories,Burlap,Hand Braiding,Standard,480.0,500.0,70.0,40.0,1090.0,1650.0,1520.0,5,1350.0
KS-PROD-0901,Home Decor & Brassware,Terracotta,Sand Casting,Fine Heritage,140.0,200.0,90.0,70.0,500.0,930.0,900.0,9,730.0
KS-PROD-0902,Textiles & Embroidery,Organic Cotton,Chikankari Stitching,Fine Heritage,250.0,740.0,40.0,60.0,1090.0,1440.0,1410.0,1,1270.0
KS-PROD-0903,Woodcraft & Carvings,Rosewood,Wood Turning,Standard,410.0,550.0,70.0,50.0,1080.0,1490.0,1440.0,3,1290.0
KS-PROD-0904,Home Decor & Brassware,Wrought Iron,Sand Casting,Fine Heritage,230.0,240.0,60.0,60.0,590.0,980.0,950.0,10,790.0
KS-PROD-0905,Handloom & Sarees,Khadi,Pit Loom Weaving,Masterpiece,4310.0,6120.0,190.0,170.0,10790.0,14730.0,13620.0,3,12570.0
KS-PROD-0906,Jewellery & Brassware,Dokra Bronze,Filigree,Standard,2760.0,3400.0,140.0,90.0,6390.0,8080.0,7420.0,1,7350.0
KS-PROD-0907,Pottery & Terracotta,Clay,Wheel Pottery,Fine Heritage,940.0,460.0,60.0,50.0,1510.0,1860.0,1840.0,3,1740.0
KS-PROD-0908,Textiles & Embroidery,Organic Cotton,Block Printing,Standard,300.0,160.0,40.0,80.0,580.0,700.0,700.0,2,670.0
KS-PROD-0909,Textiles & Embroidery,Wool,Kantha Needlework,Standard,220.0,560.0,80.0,60.0,920.0,1010.0,1030.0,1,1060.0
KS-PROD-0910,Textiles & Embroidery,Wool,Chikankari Stitching,Masterpiece,490.0,340.0,80.0,80.0,990.0,1430.0,1410.0,4,1220.0
KS-PROD-0911,Woodcraft & Carvings,Teak Wood,Jaali Latticework,Standard,730.0,280.0,60.0,40.0,1110.0,1420.0,1410.0,3,1280.0
KS-PROD-0912,Handloom & Sarees,Chanderi Cotton,Jacquard Weaving,Masterpiece,3970.0,3640.0,220.0,120.0,7950.0,13070.0,13540.0,7,10930.0
KS-PROD-0913,Bamboo & Cane Craft,Seagrass,Split Cane Weaving,Standard,330.0,490.0,50.0,70.0,940.0,1510.0,1510.0,8,1250.0
KS-PROD-0914,Jewellery & Brassware,Silver Filigree,Filigree,Standard,2440.0,2230.0,180.0,110.0,4960.0,6760.0,6260.0,2,5780.0
KS-PROD-0915,Jewellery & Brassware,Copper Alloy,Hand Engraving,Masterpiece,4700.0,4490.0,240.0,100.0,9530.0,11380.0,10680.0,1,10960.0
KS-PROD-0916,Home Decor & Brassware,Terracotta,Beaten Metal Hammering,Standard,130.0,450.0,60.0,70.0,710.0,850.0,810.0,2,820.0
KS-PROD-0917,Textiles & Embroidery,Organic Cotton,Block Printing,Masterpiece,650.0,860.0,70.0,40.0,1620.0,2540.0,2650.0,10,2160.0
KS-PROD-0918,Jewellery & Brassware,Cast Brass,Filigree,Masterpiece,3010.0,5030.0,130.0,100.0,8270.0,10530.0,10440.0,4,9510.0
KS-PROD-0919,Pottery & Terracotta,Quartz Paste,Terracotta Modelling,Standard,230.0,410.0,80.0,60.0,780.0,1130.0,1220.0,10,1000.0
KS-PROD-0920,Pottery & Terracotta,Stoneware,Terracotta Modelling,Standard,700.0,630.0,140.0,90.0,1560.0,1700.0,1840.0,1,1790.0
KS-PROD-0921,Bags & Accessories,Golden Jute,Hand Braiding,Masterpiece,340.0,450.0,50.0,20.0,860.0,1210.0,1300.0,6,1080.0
KS-PROD-0922,Jewellery & Brassware,Copper Alloy,Hand Engraving,Masterpiece,5290.0,1980.0,140.0,140.0,7550.0,9260.0,8670.0,1,8680.0
KS-PROD-0923,Woodcraft & Carvings,Sheesham Wood,Jaali Latticework,Masterpiece,960.0,720.0,60.0,80.0,1820.0,2970.0,2920.0,6,2440.0
KS-PROD-0924,Pottery & Terracotta,Clay,Terracotta Modelling,Standard,220.0,1150.0,60.0,50.0,1480.0,2700.0,2730.0,10,2160.0
KS-PROD-0925,Woodcraft & Carvings,Teak Wood,Wood Turning,Fine Heritage,280.0,690.0,60.0,70.0,1100.0,1840.0,1770.0,7,1480.0
KS-PROD-0926,Bamboo & Cane Craft,Rattan,Split Cane Weaving,Fine Heritage,290.0,600.0,50.0,40.0,980.0,1460.0,1480.0,5,1250.0
